Id,rating
803314,4
803315,4
803316,4
803317,4
803318,4
803319,4
803320,4
803321,4
803322,4
803323,4
803324,4
803325,4
803326,4
803327,4
803328,4
803329,4
803330,4
803331,4
803332,4
803333,4
803334,4
803335,4
803336,4
803337,4
803338,4
803339,4
803340,4
803341,4
803342,4
803343,4
803344,4
803345,4
803346,4
803347,4
803348,4
803349,4
803350,4
803351,4
803352,4
803353,4
803354,4
803355,4
803356,4
803357,4
803358,4
803359,4
803360,4
803361,4
803362,4
803363,4
803364,4
803365,4
803366,4
803367,4
803368,4
803369,4
803370,4
803371,4
803372,4
803373,4
803374,4
803375,4
803376,4
803377,4
803378,4
803379,4
803380,4
803381,4
803382,4
803383,4
803384,4
803385,4
803386,4
803387,4
803388,4
803389,4
803390,4
803391,4
803392,4
803393,4
803394,4
803395,4
803396,4
803397,4
803398,4
803399,4
803400,4
803401,4
803402,4
803403,4
803404,4
803405,4
803406,4
803407,4
803408,4
803409,4
803410,4
803411,4
803412,4
803413,4
803414,4
803415,4
803416,4
803417,4
803418,4
803419,4
803420,4
803421,4
803422,4
803423,4
803424,4
803425,4
803426,4
803427,4
803428,4
803429,4
803430,4
803431,4
803432,4
803433,4
803434,4
803435,4
803436,4
803437,4
803438,4
803439,4
803440,4
803441,4
803442,4
803443,4
803444,4
803445,4
803446,4
803447,4
803448,4
803449,4
803450,4
803451,4
803452,4
803453,4
803454,4
803455,4
803456,4
803457,4
803458,4
803459,4
803460,4
803461,4
803462,4
803463,4
803464,4
803465,4
803466,4
803467,4
803468,4
803469,4
803470,4
803471,4
803472,4
803473,4
803474,4
803475,4
803476,4
803477,4
803478,4
803479,4
803480,4
803481,4
803482,4
803483,4
803484,4
803485,4
803486,4
803487,4
803488,4
803489,4
803490,4
803491,4
803492,3
803493,3
803494,4
803495,4
803496,4
803497,4
803498,4
803499,4
803500,4
803501,4
803502,4
803503,4
803504,4
803505,4
803506,4
803507,4
803508,4
803509,4
803510,4
803511,4
803512,4
803513,4
803514,4
803515,4
803516,4
803517,4
803518,4
803519,4
803520,4
803521,4
803522,4
803523,4
803524,4
803525,4
803526,4
803527,4
803528,4
803529,4
803530,4
803531,4
803532,4
803533,4
803534,4
803535,4
803536,4
803537,4
803538,4
803539,4
803540,4
803541,4
803542,4
803543,4
803544,4
803545,4
803546,4
803547,4
803548,4
803549,4
803550,4
803551,4
803552,4
803553,4
803554,4
803555,4
803556,4
803557,4
803558,4
803559,4
803560,4
803561,4
803562,4
803563,4
803564,4
803565,4
803566,4
803567,4
803568,4
803569,4
803570,4
803571,4
803572,4
803573,4
803574,4
803575,4
803576,4
803577,4
803578,4
803579,4
803580,4
803581,5
803582,4
803583,4
803584,4
803585,4
803586,4
803587,4
803588,4
803589,4
803590,4
803591,4
803592,4
803593,4
803594,4
803595,4
803596,4
803597,4
803598,4
803599,4
803600,4
803601,4
803602,4
803603,4
803604,4
803605,4
803606,4
803607,4
803608,4
803609,4
803610,4
803611,4
803612,4
803613,4
803614,4
803615,4
803616,4
803617,4
803618,4
803619,4
803620,4
803621,4
803622,4
803623,4
803624,4
803625,4
803626,4
803627,4
803628,4
803629,4
803630,4
803631,4
803632,4
803633,4
803634,4
803635,4
803636,4
803637,4
803638,4
803639,4
803640,4
803641,4
803642,4
803643,4
803644,4
803645,4
803646,4
803647,4
803648,4
803649,4
803650,4
803651,4
803652,4
803653,4
803654,4
803655,1
803656,1
803657,1
803658,1
803659,1
803660,1
803661,1
803662,1
803663,1
803664,1
803665,1
803666,1
803667,1
803668,1
803669,1
803670,1
803671,1
803672,1
803673,1
803674,4
803675,4
803676,4
803677,4
803678,4
803679,4
803680,4
803681,4
803682,4
803683,4
803684,3
803685,3
803686,4
803687,4
803688,3
803689,4
803690,4
803691,4
803692,4
803693,3
803694,4
803695,4
803696,4
803697,4
803698,4
803699,4
803700,4
803701,4
